['[CLS]', 'the', 'film', 'often', 'achieves', 'a', 'mesmerizing', 'poetry', '[SEP]']	[0.0011031768517568707, 0.0009381439303979278, 0.0010333872633054852, 0.0010028405813500285, 0.0018604479264467955, 0.0009610506240278482, 0.0034712080378085375, 0.0011205899063497782, 0.988508939743042]
['[CLS]', 'a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force', '[SEP]']	[0.004006535746157169, 0.0044843219220638275, 0.00440205866470933, 0.003860457567498088, 0.004118983168154955, 0.010571578051894903, 0.003969157580286264, 0.0037522853817790747, 0.9608348608016968]
['[CLS]', 'for', 'the', 'most', 'part', 'the', 'ingredients', 'are', 'there', '[SEP]']	[0.00979696772992611, 0.008975009433925152, 0.009091081097722054, 0.009538126178085804, 0.008976362645626068, 0.009791373275220394, 0.00957484170794487, 0.01049927156418562, 0.010540415532886982, 0.9132165908813477]
['[CLS]', 'but', 'if', '[SEP]']	[0.13317731022834778, 0.14596045017242432, 0.15806174278259277, 0.5628005266189575]
['[CLS]', 'the', 'acting', 'is', 'stiff', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', '[SEP]']	[3.1059549655765295e-05, 2.3939714083098806e-05, 2.3041904569254257e-05, 2.274979851790704e-05, 2.2865362552693114e-05, 2.6491423341212794e-05, 2.4698396373423748e-05, 2.523625698813703e-05, 2.0965873773093335e-05, 1.9925349988625385e-05, 2.1961279344395734e-05, 2.5445056962780654e-05, 2.5264960640924983e-05, 2.4280630896100774e-05, 2.2612295651924796e-05, 2.3090740796760656e-05, 2.2742313376511447e-05, 2.2210597308003344e-05, 2.2461179469246417e-05, 2.3771202904754318e-05, 0.9995251297950745]
['[CLS]', 'this', 'version', 'moves', 'beyond', 'the', '[SEP]']	[0.036601532250642776, 0.03342501074075699, 0.03534699231386185, 0.03687682002782822, 0.03609873354434967, 0.038600120693445206, 0.7830508947372437]
['[CLS]', 'a', 'first-class', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire', 'beloved', 'genres', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film', '[SEP]']	[8.379438440897502e-06, 6.74875991535373e-06, 1.5739415630378062e-05, 4.407827873365022e-06, 5.326630343915895e-06, 5.380457878345624e-06, 5.508208687388105e-06, 6.199232302606106e-06, 4.504518528847257e-06, 5.322025117493467e-06, 4.715848717751214e-06, 8.767462531977799e-06, 4.276946128811687e-06, 5.100055204820819e-06, 4.841541340283584e-06, 5.10697600475396e-06, 5.918898295931285e-06, 4.580584572977386e-06, 5.2926379794371314e-06, 4.720739525509998e-06, 5.54908092453843e-06, 0.9998740553855896]
['[CLS]', 'the', 'film', 'is', 'so', 'bad', 'it', '[SEP]']	[0.02976342849433422, 0.031096575781702995, 0.029723696410655975, 0.03126266971230507, 0.031922515481710434, 0.02985978126525879, 0.03399724140763283, 0.7823741436004639]
['[CLS]', 'weiss', 'and', 'speck', 'never', 'make', 'a', 'convincing', 'case', 'for', 'the', 'relevance', 'of', 'these', 'two', '20th-century', 'footnotes', '[SEP]']	[2.5643487333582016e-06, 1.8263275478602736e-06, 2.2279682525550015e-06, 3.3347712360409787e-06, 2.2076615096011665e-06, 2.115108600264648e-06, 1.9117328520223964e-06, 1.8571396367406123e-06, 1.9434260138950776e-06, 2.019508201556164e-06, 1.9949943634856027e-06, 1.9399503798922524e-06, 1.8859086594602559e-06, 2.0592253804352367e-06, 2.1755545276391786e-06, 5.06450930970459e-06, 3.876226401189342e-06, 0.9999590516090393]
['[CLS]', 'another', 'best', 'of', 'the', 'year', 'selection', '[SEP]']	[0.040223024785518646, 0.03747183829545975, 0.033712442964315414, 0.03267736732959747, 0.03617946058511734, 0.030990108847618103, 0.03735803812742233, 0.7513878345489502]
['[CLS]', 'same', 'song', 'second', 'verse', 'coulda', 'been', 'better', 'but', 'it', 'coulda', 'been', 'worse', '[SEP]']	[0.0003462580789346248, 0.0003086329670622945, 0.0002952414797618985, 0.0003004900354426354, 0.0003411651705391705, 0.0005662275943905115, 0.0002867695293389261, 0.00028291463968344033, 0.00031609152210876346, 0.00029958385857753456, 0.0005957570974715054, 0.00028923433274030685, 0.00030154275009408593, 0.9954698085784912]
['[CLS]', 'i', 'love', 'the', 'robust', 'middle', 'of', 'this', 'picture', '[SEP]']	[0.00869662594050169, 0.00804167240858078, 0.00899345800280571, 0.008271021768450737, 0.008048906922340393, 0.008184646256268024, 0.007826165296137333, 0.008763480931520462, 0.01061414834111929, 0.9225598573684692]
['[CLS]', 'the', 'soundtrack', 'alone', 'is', 'worth', 'the', 'price', 'of', 'admission', '[SEP]']	[0.012761817313730717, 0.012209109030663967, 0.011725960299372673, 0.01098345872014761, 0.012922018766403198, 0.011969208717346191, 0.0116806011646986, 0.010779856704175472, 0.011599820107221603, 0.01189908292144537, 0.8814690113067627]
['[CLS]', 'mostly', 'martha', 'could', 'have', 'used', 'a', 'little', 'trimming', '10', 'or', '15', 'minutes', 'could', 'be', 'cut', 'and', 'no', 'one', 'would', 'notice', 'but', '[SEP]']	[9.558464626024943e-06, 7.374671895377105e-06, 7.488607025152305e-06, 7.523883596149972e-06, 7.426865067827748e-06, 6.928074526513228e-06, 6.551042588398559e-06, 6.748392934241565e-06, 1.5149026239669183e-05, 6.296760147961322e-06, 6.722038506268291e-06, 5.840086032549152e-06, 6.4855416894715745e-06, 6.84779752191389e-06, 6.6777088250091765e-06, 7.558051038358826e-06, 8.049731150094885e-06, 6.200769348652102e-06, 6.509298600576585e-06, 6.2146941672835965e-06, 6.644820587098366e-06, 1.4279592505772598e-05, 0.9998312592506409]
['[CLS]', 'for', 'the', 'rest', 'of', 'us', 'sitting', 'through', '[SEP]']	[0.010890389792621136, 0.01136883907020092, 0.00976613350212574, 0.009827126748859882, 0.009887630119919777, 0.010645153000950813, 0.010761372745037079, 0.01057620532810688, 0.9162773489952087]
['[CLS]', 'featuring', 'a', 'dangerously', 'seductive', 'performance', 'from', 'the', 'great', 'daniel', 'auteuil', '[SEP]']	[0.0005387929268181324, 0.00044309793156571686, 0.0004296719271223992, 0.00037802313454449177, 0.00038373307324945927, 0.0004414108698256314, 0.00040919892489910126, 0.00041232575313188136, 0.0004218993126414716, 0.00039563022437505424, 0.0011118740658275783, 0.994634747505188]
['[CLS]', 'the', 'movie', 'is', 'for', 'fans', 'who', '[SEP]']	[0.021779147908091545, 0.02199588343501091, 0.02217322401702404, 0.023233825340867043, 0.02395041659474373, 0.020611584186553955, 0.023745806887745857, 0.8425101637840271]
['[CLS]', 'the', 'ring', 'is', 'worth', 'a', 'look', 'if', 'you', '[SEP]']	[0.008057262748479843, 0.008169435895979404, 0.007397407200187445, 0.008238917216658592, 0.007864139042794704, 0.007514286320656538, 0.007628526072949171, 0.008538339287042618, 0.008488504216074944, 0.9281033873558044]
['[CLS]', 'beautifully', 'observed', 'miraculously', 'unsentimental', 'comedy-drama', '[SEP]']	[0.0012384994188323617, 0.00115153135266155, 0.0010551748564466834, 0.002079194411635399, 0.0036856700317002833, 0.0029903859831392765, 0.987799346446991]
['[CLS]', 'what', 'makes', 'how', 'i', 'killed', 'my', 'father', 'compelling', 'besides', 'its', 'terrific', 'performances', 'is', '[SEP]']	[0.0003559633041732013, 0.0003159071202389896, 0.00031419869628734887, 0.0002877988445106894, 0.00029927713330835104, 0.00032240795553661883, 0.0002827452262863517, 0.0003023305325768888, 0.00031492163543589413, 0.0003123857022728771, 0.0003279210941400379, 0.00028299909899942577, 0.0003111995756626129, 0.00033690439886413515, 0.9956331849098206]
['[CLS]', 'this', 'hastily', 'mounted', 'production', 'exists', 'only', 'to', 'capitalize', 'on', '[SEP]']	[0.002563804853707552, 0.002438582479953766, 0.002373174764215946, 0.002408896805718541, 0.0025249957107007504, 0.002583468332886696, 0.0024092334788292646, 0.0026095265056937933, 0.004764683544635773, 0.002363339066505432, 0.972960352897644]
['[CLS]', 'a', 'plotline', '[SEP]']	[0.09028274565935135, 0.0993807464838028, 0.1795223355293274, 0.6308141946792603]
['[CLS]', 'crush', 'could', 'be', 'the', 'worst', 'film', 'a', 'man', 'has', 'made', 'about', 'women', 'since', 'valley', 'of', 'the', 'dolls', '[SEP]']	[5.37544401595369e-05, 4.672258364735171e-05, 4.7446952521568164e-05, 4.204946162644774e-05, 4.058097692904994e-05, 4.1996401705546305e-05, 4.9907786888070405e-05, 4.050017014378682e-05, 4.1256924305344e-05, 4.0518636524211615e-05, 4.20097385358531e-05, 4.336369238444604e-05, 4.32212145824451e-05, 4.5536777179222554e-05, 3.913722321158275e-05, 3.936511348001659e-05, 4.001474007964134e-05, 4.2108167690457776e-05, 0.9992201924324036]
['[CLS]', 'reassuring', 'retro', 'uplifter', '[SEP]']	[0.046783313155174255, 0.04627585411071777, 0.04730082303285599, 0.13461171090602875, 0.7250282168388367]
['[CLS]', 'flaccid', 'drama', 'and', 'exasperatingly', 'slow', 'journey', '[SEP]']	[0.00023556870291940868, 0.0008027794392546639, 0.00022712610370945185, 0.0002461486146785319, 0.0009942681208485737, 0.00020186456094961613, 0.00020860858785454184, 0.9970831871032715]
['[CLS]', 'the', 'movie', 'will', 'reach', 'far', 'beyond', 'its', 'core', 'demographic', '[SEP]']	[0.0034568465780466795, 0.003119892906397581, 0.0032940383534878492, 0.0034258770756423473, 0.0034916093572974205, 0.0030007492750883102, 0.003089466132223606, 0.0032505891285836697, 0.0028395801782608032, 0.003024095669388771, 0.9680074453353882]
['[CLS]', 'how', 'did', 'it', 'ever', 'get', 'made', '[SEP]']	[0.022772544994950294, 0.022796761244535446, 0.022793946787714958, 0.025307467207312584, 0.021846231073141098, 0.022353626787662506, 0.02638794109225273, 0.8357416987419128]
['[CLS]', 'i', 'like', 'the', 'new', 'footage', 'and', 'still', 'love', 'the', 'old', 'stuff', '[SEP]']	[0.00257050315849483, 0.0026947984006255865, 0.002315437188372016, 0.0022582632955163717, 0.0021715713664889336, 0.0029374677687883377, 0.002516766544431448, 0.0022794767282903194, 0.002347491215914488, 0.0022380859591066837, 0.0022706971503794193, 0.00233238167129457, 0.971066951751709]
['[CLS]', 'it', 'briefly', 'flirts', 'with', 'player', 'masochism', 'but', 'the', 'point', 'of', 'real', 'interest', 'audience', 'sadism', 'is', 'evaded', 'completely', '[SEP]']	[1.702723056951072e-05, 1.5917521523078904e-05, 1.1070314030803274e-05, 2.2929317310627084e-05, 1.0982781532220542e-05, 1.122298272093758e-05, 2.9124254979251418e-05, 1.319089460594114e-05, 1.3431192201096565e-05, 1.0806817954289727e-05, 1.0406780347693712e-05, 9.62996909947833e-06, 9.689664693723898e-06, 1.2322580914769787e-05, 2.0988552023482043e-05, 1.2424333363014739e-05, 2.0335413864813745e-05, 1.1162544979015365e-05, 0.9997377991676331]
['[CLS]', 'could', 'the', 'country', 'bears', 'really', 'be', 'as', 'bad', 'as', 'its', 'trailers', '[SEP]']	[0.0012646452523767948, 0.0014098788378760219, 0.0012674076715484262, 0.001239656819961965, 0.0014200318837538362, 0.0011849611764773726, 0.001272891298867762, 0.0011056666262447834, 0.0012997854501008987, 0.0013315504183992743, 0.0013883397914469242, 0.001603554468601942, 0.9842115044593811]
['[CLS]', 'at', 'times', 'the', 'movie', 'looks', 'genuinely', 'pretty', '[SEP]']	[0.011585972271859646, 0.010457920841872692, 0.011065992526710033, 0.012326143682003021, 0.012341191992163658, 0.012201206758618355, 0.010718748904764652, 0.011914588510990143, 0.9073880314826965]
['[CLS]', 'it', 'depends', 'on', 'how', 'well', 'flatulence', 'gags', 'fit', 'into', 'your', 'holiday', 'concept', '[SEP]']	[9.195621532853693e-05, 8.619081927463412e-05, 8.464950951747596e-05, 7.679691771045327e-05, 7.533113239333034e-05, 7.223882130347192e-05, 0.00023480535310227424, 0.0001795877469703555, 7.565734995296225e-05, 7.628870662301779e-05, 9.03751133591868e-05, 9.40436584642157e-05, 7.987191202118993e-05, 0.9986819624900818]
['[CLS]', 'the', 'stupidest', 'most', 'insulting', 'movie', 'of', '[SEP]']	[0.008151710964739323, 0.008503849618136883, 0.015418797265738249, 0.007460521999746561, 0.007524063345044851, 0.007962820120155811, 0.008801623247563839, 0.9361768364906311]
['[CLS]', 'the', 'film', 'seems', 'a', 'dead', 'weight', '[SEP]']	[0.02027030847966671, 0.020424744114279747, 0.01995065063238144, 0.022120224311947823, 0.01937800459563732, 0.018295738846063614, 0.019651208072900772, 0.8599092364311218]
['[CLS]', 'sparkling', 'often', 'hilarious', 'romantic', 'jealousy', 'comedy', 'attal', 'looks', 'so', 'much', 'like', 'a', 'young', 'robert', 'deniro', 'that', 'it', 'seems', 'the', 'film', 'should', 'instead', 'be', 'called', 'my', 'husband', 'is', 'travis', 'bickle', '[SEP]']	[1.8823227421194133e-09, 1.3456896708063937e-09, 1.1887545392497145e-09, 1.04920616639248e-09, 1.062680055063936e-09, 1.1719015757805096e-09, 1.3318853797628094e-09, 2.2834991675324545e-09, 1.2610711364047233e-09, 1.0366680847084808e-09, 1.0705266673127767e-09, 1.3068919280101454e-09, 1.1102919694749858e-09, 1.1520111531382327e-09, 1.1619702977583302e-09, 1.999164389587804e-09, 1.2053484876872744e-09, 1.0180162268724757e-09, 1.1759274665124053e-09, 1.1584363468486458e-09, 1.270242022677337e-09, 1.0268326189333266e-09, 1.0533971472881376e-09, 1.0510670112040543e-09, 1.1219194462341875e-09, 1.2185917830365156e-09, 1.0777814196671898e-09, 1.2682521699503013e-09, 1.2411459637817757e-09, 2.1830922625198923e-09, 1.0]
['[CLS]', 'i', 'did', 'go', 'back', 'and', 'check', 'out', 'the', 'last', '10', 'minutes', 'but', 'these', 'were', 'more', 'repulsive', 'than', 'the', 'first', '30', 'or', '40', 'minutes', '[SEP]']	[1.0993338719345047e-06, 1.0481456911293208e-06, 8.92609023139812e-07, 8.804103117654449e-07, 7.711593639214698e-07, 8.563882829548675e-07, 9.227086934515683e-07, 8.592048743594205e-07, 9.049231266544666e-07, 8.070112471614266e-07, 7.593477562295448e-07, 8.141703347064322e-07, 1.1834873703264748e-06, 1.0503441671971814e-06, 1.013338419397769e-06, 8.41395547013235e-07, 1.7499883142590988e-06, 8.133307005664392e-07, 8.626606700090633e-07, 9.19420926948078e-07, 7.723878070464707e-07, 9.208187066178652e-07, 7.500223659917538e-07, 8.956454848885187e-07, 0.9999781250953674]
['[CLS]', 'a', 'lousy', 'movie', '[SEP]']	[0.048333220183849335, 0.053956445306539536, 0.09902936592698097, 0.05148755759000778, 0.7471932172775269]
['[CLS]', 'one', 'of', 'the', 'best', 'films', 'of', 'the', 'year', 'with', 'its', 'exploration', 'of', 'the', 'obstacles', 'to', 'happiness', 'faced', 'by', 'five', 'contemporary', 'individuals', 'a', 'psychological', 'masterpiece', '[SEP]']	[6.473148914665217e-07, 4.542603733170836e-07, 4.1576814169275167e-07, 4.342142574387253e-07, 3.967695647588698e-07, 4.608168069353269e-07, 4.2483821971472935e-07, 5.413456847236375e-07, 4.418149046614417e-07, 4.2103431496798294e-07, 4.1636965875113674e-07, 3.7123774632163986e-07, 3.8900776644368307e-07, 4.525438157543249e-07, 4.226596104217606e-07, 3.7365231264629983e-07, 4.2363009811197117e-07, 3.7226087101771554e-07, 4.052017459343915e-07, 4.874971750723489e-07, 3.974054152422468e-07, 3.9600334389433556e-07, 4.2616920836735517e-07, 4.3834992879965284e-07, 4.2365880403849587e-07, 0.9999895095825195]
['[CLS]', 'a', 'strong', 'script', 'powerful', 'direction', 'and', 'splendid', 'production', 'design', 'allows', 'us', 'to', 'be', 'transported', 'into', 'the', 'life', 'of', 'wladyslaw', 'szpilman', 'who', 'is', 'not', 'only', 'a', 'pianist', 'but', 'a', 'good', 'human', 'being', '[SEP]']	[2.536320320434271e-10, 1.4465030562238468e-10, 1.3161519096804852e-10, 1.4245279955638068e-10, 1.2332330989739404e-10, 1.2878795252468933e-10, 1.3289055966758667e-10, 1.3870372905788741e-10, 1.396303905831786e-10, 1.286053208371385e-10, 1.5409815090627887e-10, 1.714403202734971e-10, 1.4119791447164687e-10, 1.4154655225695478e-10, 1.4333202680294477e-10, 1.6635719191082643e-10, 1.3985053393117397e-10, 1.3407776278118178e-10, 1.618974815320584e-10, 5.261782676235782e-10, 5.034345579302268e-10, 1.8132728651920615e-10, 1.4878864806888714e-10, 1.4359909095151835e-10, 1.3336488857706996e-10, 1.421070622287246e-10, 1.6783248402152395e-10, 1.496419099744628e-10, 1.3651088592858684e-10, 1.4839471318417452e-10, 1.4086327937423704e-10, 1.3979825630450193e-10, 1.0]
['[CLS]', 'qutting', 'may', 'be', 'a', 'flawed', 'film', 'but', 'it', 'is', 'nothing', 'if', 'not', 'sincere', '[SEP]']	[0.00018456578254699707, 0.0002949784102384001, 0.00016384293849114329, 0.00015367462765425444, 0.00015760994574520737, 0.00016322938608936965, 0.0001945809053722769, 0.00016756958211772144, 0.00016067315300460905, 0.00015772783081047237, 0.0001436335005564615, 0.0001380402536597103, 0.000137675684527494, 0.00016593511099927127, 0.9976158142089844]
['[CLS]', 'something', 'appears', 'to', 'have', 'been', 'lost', 'in', 'the', 'translation', 'this', 'time', '[SEP]']	[0.0007986673736013472, 0.0007446631207130849, 0.000760729715693742, 0.0007169655291363597, 0.000737751426640898, 0.0007302071317099035, 0.0007918398478068411, 0.0007528531714342535, 0.0007730179349891841, 0.0008235008572228253, 0.0007727831252850592, 0.0007575119961984456, 0.9908397197723389]
['[CLS]', 'like', 'a', 'documentary', 'version', 'of', 'fight', 'club', 'shorn', 'of', 'social', 'insight', 'intellectual', 'pretension', 'and', 'cinematic', 'interest', '[SEP]']	[2.6103252821485512e-05, 2.4186845621443354e-05, 2.0165896785329096e-05, 1.876863098004833e-05, 1.7875845514936373e-05, 1.9393075490370393e-05, 1.7578526239958592e-05, 1.6890664483071305e-05, 3.6257017200114205e-05, 1.9351007722434588e-05, 1.735157275106758e-05, 1.6697369574103504e-05, 1.7462816686020233e-05, 3.1181036320049316e-05, 1.911476647364907e-05, 1.6621379472780973e-05, 1.6430789401056245e-05, 0.9996481537818909]
['[CLS]', 'stephen', 'rea', 'aidan', 'quinn', 'and', 'alan', 'bates', 'play', '[SEP]']	[0.002448055660352111, 0.002135678892955184, 0.003967958618886769, 0.0020275022834539413, 0.0019895369186997414, 0.0024231499992311, 0.0019466119119897485, 0.0018873570952564478, 0.0024877311661839485, 0.9786863923072815]
['[CLS]', 'an', 'intriguing', 'and', 'entertaining', 'introduction', 'to', 'johnson', '[SEP]']	[0.011306763626635075, 0.011874540708959103, 0.010095173493027687, 0.00998829584568739, 0.010217946954071522, 0.010270072147250175, 0.010871639475226402, 0.011089915409684181, 0.9142858386039734]
['[CLS]', 'everything', 'was', 'as', 'superficial', 'as', 'the', 'forced', 'new', 'jersey', 'lowbrow', 'accent', 'uma', 'had', '[SEP]']	[7.621729309903458e-05, 5.937400055699982e-05, 6.388906331267208e-05, 5.4958498367341235e-05, 6.321600812952965e-05, 6.073548138374463e-05, 6.617031613131985e-05, 6.081477113184519e-05, 5.5827262258389965e-05, 5.806174158351496e-05, 0.000170058490766678, 7.159863889683038e-05, 0.00012414180309860967, 6.802187272114679e-05, 0.9989467859268188]
['[CLS]', 'despite', 'the', 'holes', 'in', 'the', 'story', 'and', 'the', 'somewhat', 'predictable', 'plot', 'moments', 'of', 'the', 'movie', 'caused', 'me', 'to', 'jump', 'in', 'my', 'chair', '[SEP]']	[2.6284874365956057e-06, 2.311401658516843e-06, 1.767330559232505e-06, 1.6318142570526106e-06, 1.5958036101437756e-06, 1.8397355461274856e-06, 1.833162514230935e-06, 1.8276761011293274e-06, 1.7209048337463173e-06, 1.6167500689334702e-06, 1.6118681287480285e-06, 1.5125012851058273e-06, 1.5097932646312984e-06, 1.6742407069614273e-06, 1.844936150519061e-06, 2.0585619040502934e-06, 2.181415084123728e-06, 2.058288828266086e-06, 1.922048795677256e-06, 1.8483561916582403e-06, 1.7837519408203661e-06, 1.9194164906366495e-06, 2.0381967260618694e-06, 0.9999570250511169]
['[CLS]', 'how', 'many', 'more', 'voyages', 'can', 'this', 'limping', 'but', 'dearly-loved', 'franchise', '[SEP]']	[0.00018062368326354772, 0.00016203743871301413, 0.00015753376646898687, 0.0001582201657583937, 0.0001719781430438161, 0.00016373452672269195, 0.00018029169586952776, 0.0003056955902138725, 0.000172535510500893, 0.0006286388234002516, 0.00021799802198074758, 0.9975006580352783]
['[CLS]', 'if', 'only', 'the', 'story', 'about', 'a', 'multi-million', 'dollar', 'con', 'bothered', 'to', 'include', 'the', 'con', '[SEP]']	[0.00010807637590914965, 0.00010259278496960178, 8.650457311887294e-05, 9.199392661685124e-05, 9.243160457117483e-05, 8.200490265153348e-05, 8.833024912746623e-05, 0.00024418005341431126, 8.760693162912503e-05, 0.00010049923730548471, 8.55992257129401e-05, 8.389525464735925e-05, 9.071559907170013e-05, 9.285781561629847e-05, 0.00011285163054708391, 0.9984495639801025]
